,supermarket,department,nom_drive,nom_driveUrl,city,adresse,latitude,longitude,lien_drive
118,Auchan,63,Auchan Drive Clermont-ferrand Clémentel,Auchan_Drive_Clermont-ferrand_Clementel,63100 Clermont-ferrand,"Cc Croix Neyrat , 63100 Clermont-ferrand",45.81263761880062,3.1085035647290478,https://www.auchan.fr/magasins/drive/clermont-ferrand-clementel/s-968
119,Auchan,63,Auchan Drive Cebazat,Auchan_Drive_Cebazat,63118 Cébazat,"Route De Châteaugay , 63118 Cébazat",45.833977,3.096978,https://www.auchan.fr/magasins/drive/cebazat/s-6043
120,Auchan,63,Auchan Drive La Bourboule,Auchan_Drive_La_Bourboule,63150 La Bourboule,"815, Boulevard Des Vernières , 63150 La Bourboule",45.590941,2.757855,https://www.auchan.fr/magasins/drive/la-bourboule/s-6069
121,Auchan,64,Auchan Drive Pau,Auchan_Drive_Pau,64320 Bizanos,"Boulevard De L'aviation , 64320 Bizanos",43.308473,-0.327916,https://www.auchan.fr/magasins/drive/pau/s-891
122,Auchan,65,Auchan Drive Tarbes,Auchan_Drive_Tarbes,65000 Tarbes,"14, Route De Pau , 65000 Tarbes",43.237873,0.045287,https://www.auchan.fr/magasins/drive/tarbes/s-540
123,Auchan,66,Auchan Drive Perpignan,Auchan_Drive_Perpignan,66000 Perpignan,"Cc Porte D'espagne , 66000 Perpignan",42.668048,2.882997,https://www.auchan.fr/magasins/drive/perpignan/s-953
124,Auchan,67,Auchan Drive Illkirch,Auchan_Drive_Illkirch,67400 Illkirch-graffenstaden,"6, Route De Strasbourg , 67400 Illkirch-graffenstaden",48.542555,7.739774,https://www.auchan.fr/magasins/drive/illkirch/s-545
125,Auchan,67,Auchan Drive Marlenheim,Auchan_Drive_Marlenheim,67520 Marlenheim,"Zc Ellipse - 1 Rue Griesmatt , 67520 Marlenheim",48.616732,7.504634,https://www.auchan.fr/magasins/drive/marlenheim/s-6127
127,Auchan,67,Auchan Drive Obernai,Auchan_Drive_Obernai,67210 Obernai,"14, Rue Du General Leclerc , 67210 Obernai",48.464844,7.48968,https://www.auchan.fr/magasins/drive/obernai/s-6132
128,Auchan,67,Auchan Drive Haguenau (schweighouse),Auchan_Drive_Haguenau__schweighouse_,67590 Schweighouse-sur-moder,"7, Rue De Nierderbronn , 67590 Schweighouse-sur-moder",48.831348,7.74313,https://www.auchan.fr/magasins/drive/haguenau-schweighouse/s-897
129,Auchan,67,Auchan Drive Hautepierre (strasbourg),Auchan_Drive_Hautepierre__strasbourg_,67200 Strasbourg,"Cc Hautepierre , 67200 Strasbourg",48.590433,7.697875,https://www.auchan.fr/magasins/drive/hautepierre-strasbourg/s-978
130,Auchan,68,Auchan Drive Wintzenheim,Auchan_Drive_Wintzenheim,68920 Wintzenheim,"1 Faubourg Des Vosges , 68920 Wintzenheim",48.070947,7.298409,https://www.auchan.fr/magasins/drive/wintzenheim/s-6141
131,Auchan,69,Auchan Drive Drive Hypermarche Caluire,Auchan_Drive_Drive_Hypermarche_Caluire,69300 Caluire-et-cuire,"Cc Caluire 2 , 69300 Caluire-et-cuire",45.807033,4.858189,https://www.auchan.fr/magasins/drive/drive-hypermarche-caluire/s-527
132,Auchan,69,Auchan Drive Supermarché Caluire,Auchan_Drive_Supermarche_Caluire,69300 Caluire-et-cuire,"1, Place Du Maréchal Foch , 69300 Caluire-et-cuire",45.79719,4.85138,https://www.auchan.fr/magasins/drive/supermarche-caluire/s-6070
133,Auchan,69,Auchan Drive Saint-genis (chapônost),Auchan_Drive_Saint-genis__chaponost_,69630 Chaponost,"78, Route De Brignais - D342 , 69630 Chaponost",45.698731,4.766401,https://www.auchan.fr/magasins/drive/saint-genis-chaponost/s-591
134,Auchan,69,Auchan Drive Dardilly,Auchan_Drive_Dardilly,69570 Dardilly,"Cc Porte De Lyon , 69570 Dardilly",45.819569,4.76915,https://www.auchan.fr/magasins/drive/dardilly/s-867
135,Auchan,69,Auchan Drive Lyon Saint-priest,Auchan_Drive_Lyon_Saint-priest,69800 Saint-priest,"Cc Porte Des Alpes , 69800 Saint-priest",45.723229,4.925534,https://www.auchan.fr/magasins/drive/lyon-saint-priest/s-929
136,Auchan,69,Auchan Drive Villefranche,Auchan_Drive_Villefranche,69400 Villefranche-sur-saône,"420 Rue Philippe Héron , 69400 Villefranche-sur-saône",45.9897924,4.7088062,https://www.auchan.fr/magasins/drive/villefranche/s-6095
137,Auchan,70,Auchan Drive Luxeuil,Auchan_Drive_Luxeuil,70300 Luxeuil-les-bains,"Le Mont Valot - Route Nationale 57 , 70300 Luxeuil-les-bains",47.81978,6.3889,https://www.auchan.fr/magasins/drive/luxeuil/s-459
138,Auchan,71,Auchan Drive Gueugnon,Auchan_Drive_Gueugnon,71130 Gueugnon,"1 rue Pierre Bérégovoy , 71130 Gueugnon",46.590837176564605,4.067529282573896,https://www.auchan.fr/magasins/drive/gueugnon/s-182001
139,Auchan,71,Auchan Drive Macon,Auchan_Drive_Macon,71000 Macon,"Route Nationale 6 , 71000 Macon",46.324883,4.840164,https://www.auchan.fr/magasins/drive/macon/s-893
140,Auchan,71,Auchan Drive Sennecey-le-grand,Auchan_Drive_Sennecey-le-grand,71240 Sennecey-le-grand,"Chemin Ferré , 71240 Sennecey-le-grand",46.63145,4.87609,https://www.auchan.fr/magasins/drive/sennecey-le-grand/s-205001
141,Auchan,71,Auchan Drive Tournus,Auchan_Drive_Tournus,71700 Tournus,"8, Rue De Saône , 71700 Tournus",46.559137,4.915695,https://www.auchan.fr/magasins/drive/tournus/s-6094
142,Auchan,72,Auchan Drive Relais Auvours,Auchan_Drive_Relais_Auvours,72650 Saint Saturnin,"Rue Jean de Vignolles , 72650 Saint Saturnin",48.048631,0.17196,https://www.auchan.fr/magasins/drive/relais-auvours/s-94831
143,Auchan,72,Auchan Drive Le Mans,Auchan_Drive_Le_Mans,72650 Saint-saturnin,"Zac Du Moulin Aux Moines , 72650 Saint-saturnin",48.048631,0.17196,https://www.auchan.fr/magasins/drive/le-mans/s-948
144,Auchan,74,Auchan Drive Epagny (annecy),Auchan_Drive_Epagny__annecy_,74330 Épagny,"Cc Grand Epagny , 74330 Épagny",45.938236,6.071599,https://www.auchan.fr/magasins/drive/epagny-annecy/s-925
145,Auchan,75,Auchan Drive Buttes Chaumont - Paris,Auchan_Drive_Buttes_Chaumont_-_Paris,75019 Paris,"44, Rue Des Alouettes , 75019 Paris",48.878629,2.385667,https://www.auchan.fr/magasins/drive/buttes-chaumont-paris/s-6152
146,Auchan,76,Auchan Drive Dieppe,Auchan_Drive_Dieppe,76200 Dieppe,"Cc Belvedere, Avenue Des Canadiens , 76200 Dieppe",49.908317,1.078033,https://www.auchan.fr/magasins/drive/dieppe/s-894
147,Auchan,76,Auchan Drive Le Havre,Auchan_Drive_Le_Havre,76620 Le Havre,"Rue Gustave Serrurier , 76620 Le Havre",49.525949,0.108159,https://www.auchan.fr/magasins/drive/le-havre/s-979
148,Auchan,76,Auchan Drive Luneray,Auchan_Drive_Luneray,76810 Luneray,"Rue De La République , 76810 Luneray",49.83236,0.91722,https://www.auchan.fr/magasins/drive/luneray/s-6225
149,Auchan,76,Auchan Drive Montivilliers,Auchan_Drive_Montivilliers,76290 Montivilliers,"Avenue De La Belle Etoile , 76290 Montivilliers",49.532256,0.188924,https://www.auchan.fr/magasins/drive/montivilliers/s-966
150,Auchan,76,Auchan Drive Notre-dame-de-gravenchon,Auchan_Drive_Notre-dame-de-gravenchon,76330 Notre-dame-de-gravenchon,"Rue René Coty , 76330 Notre-dame-de-gravenchon",49.488408,0.569558,https://www.auchan.fr/magasins/drive/notre-dame-de-gravenchon/s-6229
151,Auchan,77,Auchan Drive Melun,Auchan_Drive_Melun,77240 Cesson,"Cc Boissenart , 77240 Cesson",48.584017,2.601914,https://www.auchan.fr/magasins/drive/melun/s-932
152,Auchan,77,Auchan Drive Meaux,Auchan_Drive_Meaux,77124 Chauconin-neufmontiers,"Cc Les Saisons De Meaux , 77124 Chauconin-neufmontiers",48.961968,2.861705,https://www.auchan.fr/magasins/drive/meaux/s-598
153,Auchan,77,Auchan Drive Saint-fargeau,Auchan_Drive_Saint-fargeau,77310 Saint-fargeau-ponthierry,"46 Avenue De Fontainebleau , 77310 Saint-fargeau-ponthierry",48.53006,2.54485,https://www.auchan.fr/magasins/drive/saint-fargeau/s-6027
154,Auchan,77,Auchan Drive Serris,Auchan_Drive_Serris,77700 Serris,"Rue Charles Linne , 77700 Serris",48.837972,2.782605,https://www.auchan.fr/magasins/drive/serris/s-959
156,Auchan,77,Auchan Drive Vaux Le Pénil,Auchan_Drive_Vaux_Le_Penil,77000 Vaux-le-pénil,"Route De Nangis , 77000 Vaux-le-pénil",48.541273,2.682549,https://www.auchan.fr/magasins/drive/vaux-le-penil/s-592
157,Auchan,78,Auchan Drive Mantes,Auchan_Drive_Mantes,78200 Buchelay,"Cc Portes De Normandie , 78200 Buchelay",48.980699,1.690623,https://www.auchan.fr/magasins/drive/mantes/s-931
158,Auchan,78,Auchan Drive Coignières,Auchan_Drive_Coignieres,78310 Coignières,"4, Rue Marie Curie , 78310 Coignières",48.757476,1.929084,https://www.auchan.fr/magasins/drive/coignieres/s-868
159,Auchan,78,Auchan Drive Conflans Ste Honorine,Auchan_Drive_Conflans_Ste_Honorine,78700 Conflans-sainte-honorine,"109 Rue De L'ambassadeur , 78700 Conflans-sainte-honorine",49.009587,2.104311,https://www.auchan.fr/magasins/drive/conflans-ste-honorine/s-6156
160,Auchan,78,Auchan Drive Houilles,Auchan_Drive_Houilles,78800 Houilles,"108, Boulevard Emile Zola , 78800 Houilles",48.924057,2.204136,https://www.auchan.fr/magasins/drive/houilles/s-6162
161,Auchan,78,Auchan Drive Le Perray-en-yvelines,Auchan_Drive_Le_Perray-en-yvelines,78610 Le Perray-en-yvelines,"57 Rue De Chartres , 78610 Le Perray-en-yvelines",48.684572,1.8461,https://www.auchan.fr/magasins/drive/le-perray-en-yvelines/s-6168
162,Auchan,78,Auchan Drive Supermarché Orgerus,Auchan_Drive_Supermarche_Orgerus,78910 Orgerus,"Route De Behoust , 78910 Orgerus",48.8244,1.74963,https://www.auchan.fr/magasins/drive/supermarche-orgerus/s-6181
163,Auchan,78,Auchan Drive Plaisir,Auchan_Drive_Plaisir,78370 Plaisir,"Cc Grand Plaisir , 78370 Plaisir",48.82805,1.962985,https://www.auchan.fr/magasins/drive/plaisir/s-918
164,Auchan,78,Auchan Drive Sartrouville,Auchan_Drive_Sartrouville,78500 Sartrouville,"80, Avenue Maurice Berteaux , 78500 Sartrouville",48.94075,2.164953,https://www.auchan.fr/magasins/drive/sartrouville/s-6193
165,Auchan,78,Auchan Drive Meulan,Auchan_Drive_Meulan,78250 Tessancourt-sur-aubette,"Route Départementale 28 , 78250 Tessancourt-sur-aubette",49.01198,1.908624,https://www.auchan.fr/magasins/drive/meulan/s-6022
166,Auchan,77,Auchan Drive Thomery,Auchan_Drive_Thomery,77810 Thomery,"Chemin Des Prés , 77810 Thomery",48.4061,2.79087,https://www.auchan.fr/magasins/drive/thomery/s-6196
167,Auchan,78,Auchan Drive Trappes,Auchan_Drive_Trappes,78190 Trappes,"Rue Louis Auguste Blanqui , 78190 Trappes",48.768198,1.978801,https://www.auchan.fr/magasins/drive/trappes/s-547
168,Auchan,78,Auchan Drive Supermarché Trappes,Auchan_Drive_Supermarche_Trappes,78190 Trappes,"1 Avenue Urbain Le Verrier , 78190 Trappes",48.7889192,1.9744854,https://www.auchan.fr/magasins/drive/supermarche-trappes/s-6198
169,Auchan,78,Auchan Drive Verneuil 2,Auchan_Drive_Verneuil_2,78480 Verneuil-sur-seine,"Cc De Maupas - Rue Des Rosiers , 78480 Verneuil-sur-seine",48.9863054,1.9694478,https://www.auchan.fr/magasins/drive/verneuil-2/s-6201
170,Auchan,78,Auchan Drive Vélizy,Auchan_Drive_Velizy,78140 Vélizy-villacoublay,"Cc Velizy 2 - 2, Avenue De L'europe , 78140 Vélizy-villacoublay",48.781389,2.220556,https://www.auchan.fr/magasins/drive/velizy/s-935
171,Auchan,80,Auchan Drive Amiens,Auchan_Drive_Amiens,80480 Dury,"Cc Amiens Sud - Route De Paris , 80480 Dury",49.863191,2.277346,https://www.auchan.fr/magasins/drive/amiens/s-980
172,Auchan,80,Auchan Drive Mers-les-bains,Auchan_Drive_Mers-les-bains,80350 Mers-les-bains,"Fond De Froideville - Rn 15 , 80350 Mers-les-bains",50.06166,1.40925,https://www.auchan.fr/magasins/drive/mers-les-bains/s-449
173,Auchan,80,Auchan Drive Nesle,Auchan_Drive_Nesle,80190 Nesle,"Route De Rouy , 80190 Nesle",49.7602,2.91589,https://www.auchan.fr/magasins/drive/nesle/s-6228
174,Auchan,80,Auchan Drive Villers Bretonneux,Auchan_Drive_Villers_Bretonneux,80800 Villers-bretonneux,"Rue De Demuin , 80800 Villers-bretonneux",49.857782,2.52566,https://www.auchan.fr/magasins/drive/villers-bretonneux/s-6102
175,Auchan,81,Auchan Drive Castres,Auchan_Drive_Castres,81100 Castres,"7, Rue Jean Chaptal , 81100 Castres",43.589841,2.188865,https://www.auchan.fr/magasins/drive/castres/s-531
176,Auchan,82,Auchan Drive Montauban,Auchan_Drive_Montauban,82000 Montauban,"Cc Les Trois Rivieres , 82000 Montauban",44.030809,1.368484,https://www.auchan.fr/magasins/drive/montauban/s-884
177,Auchan,83,Auchan Drive La Seyne-sur-mer (toulon),Auchan_Drive_La_Seyne-sur-mer__toulon_,83500 La Seyne-sur-mer,"851, Boulevard De L'europe , 83500 La Seyne-sur-mer",43.11379,5.858084,https://www.auchan.fr/magasins/drive/la-seyne-sur-mer-toulon/s-538
178,Auchan,84,Auchan Drive Avignon,Auchan_Drive_Avignon,84000 Avignon,"1741, Route De Marseille , 84000 Avignon",43.922194,4.862008,https://www.auchan.fr/magasins/drive/avignon/s-864
179,Auchan,84,Auchan Drive Cavaillon,Auchan_Drive_Cavaillon,84300 Cavaillon,"Cc Le Ravaou , 84300 Cavaillon",43.83608,5.0511,https://www.auchan.fr/magasins/drive/cavaillon/s-456
180,Auchan,84,Auchan Drive Le Pontet,Auchan_Drive_Le_Pontet,84130 Le Pontet,"Cc Avignon Nord , 84130 Le Pontet",43.982687,4.878316,https://www.auchan.fr/magasins/drive/le-pontet/s-952
181,Auchan,84,Auchan Drive Supermarché Le Pontet Realpanier,Auchan_Drive_Supermarche_Le_Pontet_Realpanier,84130 Le Pontet,"Rond-point Réal Panier , 84130 Le Pontet",43.951535,4.85976,https://www.auchan.fr/magasins/drive/supermarche-le-pontet-realpanier/s-6211
182,Auchan,86,Auchan Drive Chasseneuil-du-poitou,Auchan_Drive_Chasseneuil-du-poitou,86360 Chasseneuil-du-poitou,"Cc Auchan Les Portes Du Futur , 86360 Chasseneuil-du-poitou",46.666991,0.372076,https://www.auchan.fr/magasins/drive/chasseneuil-du-poitou/s-862
183,Auchan,86,Auchan Drive Châtellerault,Auchan_Drive_Chatellerault,86100 Châtellerault,"Cc Auchan , 86100 Châtellerault",46.79799,0.53152,https://www.auchan.fr/magasins/drive/chatellerault/s-451
184,Auchan,86,Auchan Drive Poitiers,Auchan_Drive_Poitiers,86240 Croutelle,"Route De La Saulaie , 86240 Croutelle",46.547528,0.298026,https://www.auchan.fr/magasins/drive/poitiers/s-939
185,Auchan,88,Auchan Drive Golbey,Auchan_Drive_Golbey,88190 Golbey,"Rue Des Forges , 88190 Golbey",48.17832,6.42715,https://www.auchan.fr/magasins/drive/golbey/s-6230
186,Auchan,88,Auchan Drive Épinal,Auchan_Drive_Epinal,88000 Épinal,"Avenue De Saint-dié , 88000 Épinal",48.18507,6.46834,https://www.auchan.fr/magasins/drive/epinal/s-6231
187,Auchan,89,Auchan Drive Avallon,Auchan_Drive_Avallon,89200 Avallon,"Rue du Général Leclerc, Route de Tonnerre , 89200 Avallon",47.49852113075087,3.906108991678084,https://www.auchan.fr/magasins/drive/avallon/s-185001
188,Auchan,89,Auchan Drive Sens,Auchan_Drive_Sens,89100 Sens,"Lieu-dit Chambertrand, Centre commercial Porte de Bourgogne , 89100 Sens",48.17178136686853,3.2926322084208604,https://www.auchan.fr/magasins/drive/sens/s-193001
189,Auchan,89,Auchan Drive Tonnerre,Auchan_Drive_Tonnerre,89700 Tonnerre,"Route de Dijon , 89700 Tonnerre",47.85316117875389,3.9863987998128914,https://www.auchan.fr/magasins/drive/tonnerre/s-186001
190,Auchan,90,Auchan Drive Belfort,Auchan_Drive_Belfort,90160 Bessoncourt,"Cd 419 - Lieu-dit Blozier , 90160 Bessoncourt",47.640771,6.913424,https://www.auchan.fr/magasins/drive/belfort/s-534
191,Auchan,91,Auchan Drive Brétigny,Auchan_Drive_Bretigny,91220 Brétigny-sur-orge,"Cc Maison Neuve , 91220 Brétigny-sur-orge",48.585522,2.300863,https://www.auchan.fr/magasins/drive/bretigny/s-930
192,Auchan,91,Auchan Drive Montgeron,Auchan_Drive_Montgeron,91230 Montgeron,"Rue Mercure , 91230 Montgeron",48.715148,2.438493,https://www.auchan.fr/magasins/drive/montgeron/s-981
193,Auchan,91,Auchan Drive Cité De L'innovation,Auchan_Drive_Cite_De_L_innovation,91620 Nozay,"Centre de Villarceaux - Route de Villejust , 91620 Nozay",48.668193,2.236543,https://www.auchan.fr/magasins/drive/cite-de-l-innovation/s-97711
194,Auchan,91,Auchan Drive Saint-germain-les-corbeil,Auchan_Drive_Saint-germain-les-corbeil,91250 Saint-germain-lès-corbeil,"Cc Croix Verte - Place De L'europe , 91250 Saint-germain-lès-corbeil",48.6208,2.49154,https://www.auchan.fr/magasins/drive/saint-germain-les-corbeil/s-6191
195,Auchan,91,Auchan Drive Villebon,Auchan_Drive_Villebon,91140 Villebon-sur-yvette,"Cc Villebon 2 - Chemin De Briis , 91140 Villebon-sur-yvette",48.703679,2.253785,https://www.auchan.fr/magasins/drive/villebon/s-977
196,Auchan,92,Auchan Drive Antony Pascal,Auchan_Drive_Antony_Pascal,92160 Antony,"134 Rue Pascal , 92160 Antony",48.740499,2.314116,https://www.auchan.fr/magasins/drive/antony-pascal/s-6143
197,Auchan,92,Auchan Drive La Garenne-colombes,Auchan_Drive_La_Garenne-colombes,92250 La Garenne-colombes,"49-51 Avenue Du Général De Gaulle , 92250 La Garenne-colombes",48.9106,2.25481,https://www.auchan.fr/magasins/drive/la-garenne-colombes/s-6166
198,Auchan,93,Auchan Drive Roissy Aéroville (paris),Auchan_Drive_Roissy_Aeroville__paris_,93290 Tremblay-en-france,"30, Rue Des Buissons , 93290 Tremblay-en-france",48.993059,2.519603,https://www.auchan.fr/magasins/drive/roissy-aeroville-paris/s-542
199,Auchan,93,Auchan Drive Villepinte,Auchan_Drive_Villepinte,93420 Villepinte,"Boulevard Robert Ballanger , 93420 Villepinte",48.9600037,2.5548121,https://www.auchan.fr/magasins/drive/villepinte/s-6202
200,Auchan,94,Auchan Drive Le Plessis-trevise,Auchan_Drive_Le_Plessis-trevise,94420 Le Plessis-trévise,"28-30 Avenue Chéret , 94420 Le Plessis-trévise",48.805519,2.586001,https://www.auchan.fr/magasins/drive/le-plessis-trevise/s-6259
201,Auchan,94,Auchan Drive Vitry-sur-seine,Auchan_Drive_Vitry-sur-seine,94400 Vitry-sur-seine,"Cc Vitry Gagarine , 94400 Vitry-sur-seine",48.785391,2.391348,https://www.auchan.fr/magasins/drive/vitry-sur-seine/s-6203
202,Auchan,95,Auchan Drive Arnouville,Auchan_Drive_Arnouville,95400 Arnouville,"59, Avenue Charles Vaillant , 95400 Arnouville",48.985091,2.413143,https://www.auchan.fr/magasins/drive/arnouville/s-6144
203,Auchan,95,Auchan Drive Cergy,Auchan_Drive_Cergy,95000 Cergy,"Cc Les 3 Fontaines , 95000 Cergy",49.037829,2.078867,https://www.auchan.fr/magasins/drive/cergy/s-584
204,Auchan,45,Auchan Drive Centrale Nucléaire De Dampierre,Auchan_Drive_Centrale_Nucleaire_De_Dampierre,45570 Dampierre En Burly,"EDF CNPE Dampierre Rue Nationale , 45570 Dampierre En Burly",47.724472,2.49763,https://www.auchan.fr/magasins/drive/centrale-nucleaire-de-dampierre/s-6025
205,Auchan,95,Auchan Drive Osny,Auchan_Drive_Osny,95520 Osny,"Cc De L'oseraie - Cd 915 , 95520 Osny",49.077886,2.079885,https://www.auchan.fr/magasins/drive/osny/s-878
206,Auchan,95,Auchan Drive Taverny,Auchan_Drive_Taverny,95150 Taverny,"Cc Les Portes De Taverny , 95150 Taverny",49.014286,2.221137,https://www.auchan.fr/magasins/drive/taverny/s-879
